park_name,park_code,State,Latitude,Longitude,Acres,category,common_names,scientific_name,observations,conservation_status
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Oconee Bells,Shortia galacifolia,73,Species of Concern
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Bird,Green-Winged Teal,Anas crecca,72,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Azure Penstemon,Penstemon azureus var. angustissimus,150,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Common Mother-Wort, Motherwort",Leonurus cardiaca,92,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Cous Biscuitroot, Cous' Biscuitroot, Cous-Root Desert-Parsley",Lomatium cous,122,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Evening Starflower, Gumbo-Lily, Tenpetal Blazingstar, Tenpetal Mentzelia, Tenpetal Stickleaf",Mentzelia decapetala,70,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Nonvascular Plant,Lammers' Cephalozia,Cephalozia bicuspidata ssp. lammersiana,246,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Large Whorled Pogonia, Whorled Pogonia",Isotria verticillata,172,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Bird,Water Pipit,Anthus rubescens,105,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Bird,American Pipit,Anthus rubescens,105,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Wild Yam,Dioscorea quaternata,201,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Garden Larkspur,Consolida ajacis,295,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Contorted Suncup, Plains Evening Primrose, Plains Eveningprimrose, Plains Evening-Primrose",Camissonia contorta,261,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Southern Adderstongue, Southern Adder's-Tongue",Ophioglossum vulgatum,36,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Fleshy Starwort, Thickleaved Chickweed",Stellaria crassifolia,127,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,Purple Finch,Haemorhous purpureus,287,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Lemmon's Catchfly,Silene lemmonii,271,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Low Bulrush,Scirpus cernuus,251,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Coville's Rush,Juncus covillei var. obtusatus,126,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Amphibian,Southern Two-Lined Salamander,Eurycea cirrigera,162,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Eastern Sweetshrub,Calycanthus floridus var. floridus,259,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Purslane Speedwell,Veronica peregrina,151,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Bird,Burrowing Owl,Athene cunicularia,93,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Sampson's Snakeroot,Orbexilum pedunculatum,148,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,Pine Siskin,Carduelis pinus,212,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Western Rockjasmine, Western Rock-Jasmine",Androsace occidentalis,50,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Nonvascular Plant,Rugel's Anomodon Moss,Anomodon rugelii,188,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Bearberry, Bearberry Manzanita, Kinnikinnick, Mealberry",Arctostaphylos uva-ursi,123,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,False Pimpernel,Lindernia dubia var. dubia,165,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Nonvascular Plant,Ceratodon Moss,Ceratodon purpureus,147,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Smooth Crabgrass,Digitaria ischaemum,150,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Small Crabgrass, Smooth Crab Grass, Smooth Crabgrass",Digitaria ischaemum,150,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Nonvascular Plant,Cephalozia,Cephalozia lunulifolia,66,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Torrey's Maple,Acer glabrum var. torreyi,282,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Crack Willow,Salix fragilis,249,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Sequoia Bedstraw,Galium sparsiflorum ssp. sparsiflorum,261,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Torrey's Popcornflower,Plagiobothrys torreyi var. diffusus,134,Species of Concern
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Hairy Chokeberry, Red Chokeberry",Aronia arbutifolia,110,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Amphibian,Blue Ridge Red Salamander,Pseudotriton ruber nitidus,82,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Disc Mayweed, Pineappleweed",Matricaria matricarioides,69,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,American Kestrel,Falco sparverius,211,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Nonvascular Plant,Pennsylvania Pogonatum Moss,Pogonatum pensilvanicum,82,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Sedge,Carex albicans var. albicans,152,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Nonvascular Plant,Carolina Mnium,Mnium carolinianum,66,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Reptile,"Eastern Spiny Softshell, Northern Spiny Softshell Turtle",Apalone spinifera spinifera,84,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Arrowhead Rattlebox,Crotalaria sagittalis,173,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Hall Rush, Hall's Rush",Juncus hallii,266,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Redpod Stonecrop,Sedum rhodanthum,143,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"American Mannagrass, Manna Grass",Glyceria grandis,271,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Downy Oat Grass, Silky Oat-Grass",Danthonia sericea,111,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Woodland Sage,Salvia nemorosa,88,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Mammal,"Mountain Goat, Mountain Goat, Rocky Mountain Goat",Oreamnos americanus,116,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Rattlesnake Plantain, Western Rattlesnake Plantain",Goodyera oblongifolia,103,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Canada Goldenrod,Solidago canadensis var. scabra,234,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Blue Fiestaflower,Pholistoma auritum var. auritum,112,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Few-Seeded Rush, Naked-Fruited Rush",Juncus gymnocarpus,129,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Pygmy Rose,Rosa bridgesii,131,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Douglas' Groundsel, Douglas' Ragwort, Douglas' Senecio",Senecio flaccidus var. douglasii,72,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Appalachian Golden-Rod, Thin-Leaved Goldenrod",Solidago flaccidifolia,148,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Low Larkspur, Nuttall's Larkspur, Twolobe Larkspur, Two-Lobe Larkspur",Delphinium nuttallianum,86,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Hairy Rhynchosia, Hairy Snoutbean",Rhynchosia tomentosa,160,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Moist Sowthistle,Sonchus arvensis ssp. uliginosus,121,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Cutleaf Coneflower,Rudbeckia laciniata var. digitata,255,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Bird,"Lewis' Woodpecker, Lewis's Woodpecker",Melanerpes lewis,112,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Bird,Lewis's Woodpecker,Melanerpes lewis,112,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Mintleaf Bergamot, Wild Bergamot",Monarda fistulosa var. menthifolia,55,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Hairy Clematis,Clematis hirsutissima var. hirsutissima,148,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,American Mistletoe,Phoradendron leucarpum,239,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Reptile,Coast Horned Lizard,Phrynosoma coronatum,226,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Brown-Eyed Susan, Hree-Lobed Black-Eyed Susan",Rudbeckia triloba,67,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Reptile,California Striped Racer (Whipsnake),Masticophis lateralis lateralis,78,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Big Squirreltail, Big Wild Rye",Elymus multisetus,114,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,Orange-Crowned Warbler,Vermivora celata,281,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Rush,Juncus,255,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Dubius Rush, Mariposa Rush, Questionable Rush",Juncus dubius,57,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Northern Bedstraw,Galium boreale,79,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Nonvascular Plant,Sullivant's Fontinalis Moss,Fontinalis sullivantii,159,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Gray Goldenrod,Solidago nemoralis var. nemoralis,169,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Nonvascular Plant,Ephemerum Moss,Ephemerum spinulosum,53,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Bird,White-Throated Swift,Aeronautes saxatalis,77,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Bird,Red-Necked Phalarope,Phalaropus lobatus,110,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,Common Loon,Gavia immer,190,Species of Concern
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,"Common Loon, Great Northern Diver, Great Northern Loon",Gavia immer,190,Species of Concern
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Beavertip Draba,Draba globosa,83,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Rhode Island Bent,Agrostis capillaris,267,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Colonial Bent, Colonial Bentgrass",Agrostis capillaris,267,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Mountain Rockcress,Arabis hirsuta var. glabrata,248,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Bird,Water Pipit,Anthus rubescens,132,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Bird,American Pipit,Anthus rubescens,132,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Shaggy Fleabane,Erigeron pumilus var. gracilior,229,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Little Brown Jug, Little Brown Jugs",Hexastylis arifolia,248,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Dark Beardtongue, Whipple's Penstemon",Penstemon whippleanus,86,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Macoun's Cudweed,Pseudognaphalium macounii,76,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Amaranthus, Smooth Amaranth",Amaranthus hybridus,163,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Pearly Pussytoes, Pussytoes, Tall Everlasting",Antennaria anaphaloides,158,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Mammal,Panther (Mountain Lion),Puma concolor,128,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Mammal,"Cougar, Mountain Lion, Puma",Puma concolor,128,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Mammal,Mountain Lion,Puma concolor,128,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"American Fly-Honeysuckle, Canadian Honeysuckle",Lonicera canadensis,71,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Rose Campion,Lychnis coronaria,87,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Fivespot,Nemophila maculata,231,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Mammal,Mexican Free-Tailed Bat,Tadarida brasiliensis,71,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Downy Milkpea,Galactia volubilis,159,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Manyray Goldenrod, Rocky Mountain Goldenrod",Solidago multiradiata var. scopulorum,251,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,American Bugleweed,Lycopus americanus,100,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"American Bugleweed, American Water Horehound, American Waterhorehound, Cut-Leaf Water-Horehound, Water Horehound, Waterhorehound",Lycopus americanus,100,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Rubber Rabbitbrush,Ericameria nauseosa var. nauseosa,52,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,American Woodcock,Scolopax minor,264,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Broad Waterweed, Canada Waterweed, Canadian Waterweed",Elodea canadensis,93,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Fringed Pinesap, Sierra Sap",Pleuricospora fimbriolata,237,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,White Crownbeard,Verbesina virginica,253,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Daisy Fleabane, Daisy-Fleabane",Erigeron strigosus,152,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Daisy Fleabane, Prairie Fleabane, Rough Fleabane",Erigeron strigosus,152,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Hierba De Chivo, Old-Man's-Beard, Virgins Bower, Virginsbower, Virgin's-Bower, Western White Clematis",Clematis ligusticifolia,85,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Western Hound's Tongue,Cynoglossum occidentale,170,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Wahoo,Euonymus atropurpureus,137,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Subalpine Fleabane,Erigeron peregrinus var. callianthemus,264,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Western Snowberry, Wolfberry",Symphoricarpos occidentalis,237,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Squirrel Corn, Squirrel-Corn",Dicentra canadensis,74,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Large Purple-Fringe Orchis, Larger Purple-Fringed Orchid",Platanthera grandiflora,68,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Lemmon's Sedge,Carex lemmonii,157,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,"Black-Billed Magpie, Magpie",Pica hudsonia,225,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,Black-Billed Magpie,Pica hudsonia,225,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Mammal,Gray Myotis,Myotis grisescens,39,Endangered
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Bluegrass, Scribner Bluegrass",Poa trivialis,68,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Rough Bluegrass,Poa trivialis,68,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Sierra Woodrush,Luzula orestera,142,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Hairy-Jointed Meadow-Parsnip, Meadow-Parsnip",Thaspium barbinode,152,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Husk Tomato,Physalis pubescens var. integrifolia,73,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Blue Douglas-Fir, Colorado Douglas-Fir, Douglas-Fir, Inland Douglas-Fir, Rocky Mountain Douglas-Fir",Pseudotsuga menziesii var. glauca,241,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Nonvascular Plant,Hygrohypnum Moss,Hygrohypnum eugyrium,54,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Flatleaf Bladderwort,Utricularia intermedia,64,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Flatleaf Bladderwort, Flat-Leaf Bladderwort, Mountain Bladderwort",Utricularia intermedia,64,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Fish,Rough Shiner,Notropis baileyi,199,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Nonvascular Plant,Horn Calcareous Moss,Mnium hornum,64,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Winecup Clarkia, Winecup Fairyfan",Clarkia purpurea ssp. quadrivulnera,256,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Golden Corydalis,Corydalis aurea var. aurea,127,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Creeping Barberry, Creeping Mahonia, Oregon Grape, Trunkee Barberry",Mahonia repens,73,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Yellow Columbine,Aquilegia flavescens,170,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Bird,American Crow,Corvus brachyrhynchos,46,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Bird,Gray Catbird,Dumetella carolinensis,115,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Bird,"Gray Catbird, Grey Catbird",Dumetella carolinensis,115,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Eaton's Aster,Symphyotrichum eatonii,245,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Pale Corydalis,Corydalis sempervirens,96,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Mammal,Water Shrew,Sorex palustris,103,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Mammal,"American Water Shrew, Northern Water Shrew, Water Shrew",Sorex palustris,103,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Branching Bur-Reed, Bur-Reed",Sparganium androcladum,228,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Longbeak Arrowhead,Sagittaria australis,52,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,New York Fern,Thelypteris noveboracensis,95,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Corn Speedwell,Veronica arvensis,238,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Common Speedwell, Corn Speedwell, Rock Speedwell, Wall Speedwell",Veronica arvensis,238,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Bigleaf Snowbell,Styrax grandifolius,239,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Loblolly Pine,Pinus taeda,92,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Cutleaf Coneflower,Rudbeckia laciniata var. digitata,177,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Common Nipplewort, Nipplewort",Lapsana communis,97,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Bird,Grasshopper Sparrow,Ammodramus savannarum,58,Species of Concern
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Silver Cinquefoil,Potentilla argentea,166,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Silver Cinquefoil, Silver-Leaf Cinquefoil",Potentilla argentea,166,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Log Fern,Dryopteris celsa,75,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Bird Knotweed,Polygonum aviculare,84,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Prostrate Knotweed, Yard Knotweed",Polygonum aviculare,84,
